생태구명	정점명	관측년도	관측월	조사일자	날씨	수심	투명도(m)	수온(℃) 표층	수온(℃) 저층	염분 표층	염분 저층	수소이온농도 표층	수소이온농도 저층	용존산소량(㎎/L) 표층	용존산소량(㎎/L) 저층	화학적산소요구량(㎎/L) 표층	화학적산소요구량(㎎/L) 저층	암모니아성질소(㎍/L) 표층	암모니아성질소(㎍/L) 저층	아질산성질소(㎍/L) 표층	아질산성질소(㎍/L) 저층	질산성질소(㎍/L) 표층	질산성질소(㎍/L) 저층	용존무기질소(㎍/L) 표층	용존무기질소(㎍/L) 저층	총질소(㎍/L) 표층	총질소(㎍/L) 저층	용존무기인(㎍/L) 표층	용존무기인(㎍/L) 저층	총인(㎍/L) 표층	총인(㎍/L) 저층	규산규소(㎍/L) 표층	규산규소(㎍/L) 저층	부유물질(㎎/L) 표층	부유물질(㎎/L) 저층	클로로필a(㎍/L) 표층	클로로필a(㎍/L) 저층	WQI등급
대한해협	온산2	2015	08	2015-08-05	맑음	11	2.3	13.88	12.74	33.80	33.93	8.06	8.04	7.64	7.07	0.98	0.89	2.00	3.00	4.00	4.20	105.90	138.00	111.90	145.30			14.80	20.00	34.90		442.30	504.80	5.90	10.10	4.86	3.72	2
대한해협	온산4	2015	08	2015-08-04	맑음	13	1.9	16.26	14.98	33.31	33.51	8.20	8.12	9.18	8.00	1.42	1.29	0.80	23.30	1.80	2.70	25.30	70.20	28.00	96.20			4.80	12.60	39.00		193.80	322.40	11.70	12.70	8.05	7.75	2
대한해협	온산5	2015	08	2015-08-04	맑음	13	2.3	16.45	14.98	33.25	33.55	8.22	8.11	9.91	7.93	1.46	1.08	0.90	16.90	1.50	2.90	21.90	77.70	24.30	97.60			4.60	12.40	37.40		169.90	342.40	9.30	8.30	9.43	7.85	2
대한해협	온산6	2015	08	2015-08-04	맑음	17	2.0	17.78	12.64	33.02	33.99	8.29	8.11	10.95	7.73	2.06	1.25	0.80	10.40	0.90	3.20	5.20	92.20	6.80	105.80			2.70	14.00	38.70		91.00	379.10	12.30	8.00	9.13	6.50	2
대한해협	온산7	2015	08	2015-08-04	맑음	16	2.0	17.48	13.05	33.30	33.92	8.33	8.04	11.02	7.15	3.02	0.51	0.90	12.20	0.70	4.20	1.80	134.60	3.30	151.00			2.60	21.80	37.30		116.50	528.00	12.70	6.00	6.90	3.18	3
대한해협	온산8	2015	08	2015-08-05	맑음	20	2.5	14.97	12.22	33.59	33.98	8.09	8.00	8.56	7.10	0.80	0.91	1.90	10.40	4.30	4.70	77.90	162.70	84.10	177.80			10.30	24.20	33.20		344.70	571.40	6.00	10.00	7.05	2.35	3
대한해협	온산9	2015	08	2015-08-05	맑음	23	2.6	15.09	12.45	33.58	33.95	8.09	8.03	8.28	7.31	0.87	0.44	1.50	8.10	2.90	4.10	58.50	143.40	62.80	155.70			9.30	22.50	37.20		302.30	526.60	6.70	8.00	7.25	3.63	3
대한해협	부산1	2015	08	2015-08-05	맑음	18	2.0	20.99	16.42	32.74	33.69	8.21	8.08	8.18	6.79	1.88	1.12	1.00	1.80	0.50	2.90	1.70	83.30	3.20	88.00			1.10	12.60	18.20		101.40	393.90	10.00	9.90	5.01	3.66	3
대한해협	부산2	2015	08	2015-08-05	맑음	13	2.9	17.20	14.41	33.49	34.04	8.14	8.09	8.50	7.41	1.19	0.95	1.70	2.10	3.60	3.70	66.30	101.90	71.60	107.70			10.20	15.60	27.30		342.90	437.10	15.40	17.70	5.61	3.84	2
대한해협	부산3	2015	08	2015-08-05	맑음	11	2.8	17.32	15.32	33.57	33.84	8.16	8.09	8.83	7.36	1.26	1.07	2.60	8.70	2.40	3.50	28.10	99.70	33.20	111.80			6.60	15.50	27.50		294.70	440.20	16.90	6.90	5.28	4.68	1
대한해협	부산4	2015	08	2015-08-04	맑음	15	2.8	20.27	14.21	32.87	34.00	8.17	8.08	8.35	7.19	1.50	0.89	1.00	8.40	0.90	2.60	8.30	86.40	10.20	97.40			5.10	14.30	26.60		147.00	377.70	18.40	9.30	4.95	3.90	2
대한해협	부산5	2015	08	2015-08-06	맑음	25	2.8	21.06	16.07	32.71	33.75	8.21	8.01	6.05	9.25	1.62	0.62	1.10	3.20	0.80	5.80	7.50	121.30	9.40	130.20			1.00	19.00	20.50		158.00	506.80	9.60	9.50	5.67	2.15	1
대한해협	부산6	2015	08	2015-08-06	맑음	26	2.9	20.29	16.48	32.99	33.68	8.22	8.05	9.87	6.34	2.31	1.03	1.00	2.50	0.50	5.30	1.20	87.50	2.60	95.30			1.50	15.10	24.20		118.80	437.50	34.90	12.30	5.70	3.03	3
대한해협	부산7	2015	08	2015-08-04	맑음	40	4.0	21.25	12.76	32.83	34.28	8.20	8.01	8.64	7.00	2.12	0.59	0.80	2.30	0.40	3.10	3.30	182.70	4.60	188.10			0.90	27.50	16.60		164.90	629.90	6.40	18.00	2.70	0.59	2
대한해협	부산8	2015	08	2015-08-04	맑음	14	2.9	20.51	14.56	32.84	33.93	8.13	8.05	7.31	7.15	1.72	0.91	2.50	6.50	1.20	3.70	12.40	105.80	16.20	115.90			3.90	17.40	25.00		164.90	492.80	10.30	14.60	4.35	3.48	2
대한해협	부산9	2015	08	2015-08-06	맑음	16	3.0	21.27	18.68	32.91	33.21	8.24	8.13	9.63	7.64	1.84	0.89	1.00	5.30	0.50	2.20	2.00	22.50	3.50	29.90			0.70	6.00	18.90		68.70	275.50	14.90	16.20	3.03	3.99	1
대한해협	부산10	2015	08	2015-08-06	맑음	15	2.9	22.38	17.91	32.72	33.35	8.16	8.07	8.16	6.95	1.43	1.05	1.20	3.40	1.80	3.50	19.40	42.60	22.30	49.50			4.70	9.60	27.50		179.50	329.00	9.00	13.30	4.20	3.63	2
대한해협	부산11	2015	08	2015-08-06	맑음	13	2.5	21.27	14.41	32.93	34.04	8.26	8.19	9.94	8.31	2.08	1.41	1.20	2.00	0.50	1.00	1.20	6.00	2.80	9.00			1.80	3.30	25.70		107.40	171.40	15.00	18.10	5.50	6.40	1
대한해협	부산12	2015	08	2015-08-05	맑음	12	2.9	20.24	14.94	32.98	33.92	8.19	8.11	8.90	7.48	1.60	0.88	1.40	1.90	0.80	2.50	4.10	68.90	6.20	73.40			2.10	11.70	21.70		176.00	370.60	8.20	13.80	4.92	3.30	1
대한해협	부산13	2015	08	2015-08-05	맑음	9	2.6	17.29	16.19	33.62	33.68	8.17	8.12	8.92	7.73	1.24	0.81	3.20	1.90	2.20	3.00	22.70	60.20	28.20	65.10			6.00	10.90	30.60		289.00	374.90	4.70	4.30	5.00	3.99	1
대한해협	부산14	2015	08	2015-08-05	맑음	9	2.8	17.16	15.19	33.64	33.88	8.08	8.08	7.64	7.07	1.10	0.76	76.70	14.70	10.90	3.70	193.80	96.30	281.40	114.60			28.50	15.80	48.70		423.90	441.30	10.10	8.40	5.25	3.54	3
대한해협	부산15	2015	08	2015-08-05	맑음	23	3.0	18.28	14.80	33.25	33.97	8.13	8.05	7.92	6.91	1.26	0.52	1.10	3.50	2.40	3.30	62.70	125.30	66.20	132.10			10.00	18.80	28.90		319.30	488.20	7.60	15.20	5.52	3.22	2
대한해협	부산16	2015	08	2015-08-05	맑음	16	2.8	17.92	14.75	33.39	33.96	8.13	8.08	8.33	7.05	1.17	0.88	2.90	1.00	3.90	3.20	78.50	112.10	85.30	116.20			10.30	16.50	30.40		353.50	461.20	8.10	10.30	4.74	3.26	2
대한해협	부산17	2015	08	2015-08-05	맑음	14	3.2	20.57	18.14	32.84	33.35	8.21	8.16	8.87	8.05	1.99	1.14	1.30	2.20	0.60	1.80	3.50	44.00	5.40	48.00			2.10	7.70	24.70		148.20	294.80	12.80	8.30	4.47	3.57	1
대한해협	낙동1	2015	08	2015-08-06	맑음	25	3.2	22.90	16.18	32.42	33.73	8.32	8.04	10.96	6.03	3.56	1.04	1.60	3.90	1.00	6.90	5.90	107.90	8.50	118.70			0.90	18.70	27.20		113.90	497.20	9.60	5.80	3.33	4.33	3
대한해협	낙동4	2015	08	2015-08-06	맑음	24	3.2	21.12	15.34	32.76	33.92	8.19	7.99	9.15	5.51	1.12	0.86	1.40	8.50	0.70	6.20	2.50	150.50	4.60	165.10			1.80	25.30	22.20		130.70	582.70	15.70	7.20	2.92	1.52	3
대한해협	행암만1	2015	08	2015-08-08	맑음	10	3.0	26.06	22.15	32.24	32.47	8.23	8.23	9.49	9.47	1.30	2.62	1.40	2.20	0.40	0.60	1.40	1.40	3.10	4.20			2.60	3.40	28.20		70.10	146.40	5.80	8.70	3.96	11.17	1
대한해협	행암만2	2015	08	2015-08-08	맑음	8	3.4	27.77	23.39	31.91	32.16	8.28	8.23	9.75	8.25	2.86	2.69	1.70	2.50	0.70	0.90	0.90	1.10	3.20	4.40			2.10	3.40	31.60		22.10	97.60	10.50	11.50	4.06	9.62	1
대한해협	행암만3	2015	08	2015-08-08	맑음	6	1.9	28.93	27.77	31.40	31.82	8.34	8.30	11.52	10.64	4.60	3.73	91.70	63.30	8.20	4.60	20.50	9.00	120.30	76.90			3.10	1.20	38.90		54.00	25.00	18.70	6.30	21.17	11.13	3
대한해협	행암만4	2015	08	2015-08-08	맑음	6	1.3	28.63	23.92	31.29	32.09	8.32	8.12	11.48	8.16	4.03	3.18	42.90	38.60	7.30	1.70	13.40	1.80	63.50	42.10			0.90	5.70	44.30		53.00	156.30	15.70	37.70	21.36	18.56	3
대한해협	마산만1	2015	08	2015-08-08	맑음	8	1.3	25.95	21.90	31.09	32.16	8.44	8.04	13.48	5.34	6.19	2.95	7.10	37.00	0.30	8.00	0.80	14.40	8.10	59.30			5.30	17.90	84.90		766.10	910.80	19.00	16.00	24.90	13.17	4
대한해협	마산만2	2015	08	2015-08-08	맑음	14	1.6	23.40	19.95	32.05	32.93	8.30	7.95	10.44	4.73	3.66	0.46	3.00	70.30	0.40	11.60	0.90	47.50	4.30	129.40			6.20	24.40	53.40		529.30	614.00	19.30	6.70	9.33	1.61	5
대한해협	마산만3	2015	08	2015-08-08	맑음	13	1.7	25.48	20.45	31.25	32.74	8.44	7.92	11.17	4.12	3.91	1.39	2.80	104.50	0.50	13.70	1.10	29.50	4.40	147.60			5.80	30.10	61.10		715.70	855.30	14.00	6.20	8.80	5.10	5
대한해협	마산만4	2015	08	2015-08-08	맑음	13	1.9	25.67	20.48	31.08	32.67	8.35	7.80	10.12	3.79	3.70	0.67	6.40	155.60	0.60	15.50	1.80	32.50	8.90	203.60			7.70	40.50	68.70		750.30	986.20	13.80	21.70	14.80	1.74	5
대한해협	마산만5	2015	08	2015-08-08	맑음	28	1.9	25.15	19.49	31.70	33.05	8.32	7.92	10.60	4.69	3.94	0.36	3.90	94.00	0.40	9.50	0.60	57.80	5.00	161.30			5.10	27.70	51.30		530.20	751.90	7.50	25.70	9.19	2.27	5
대한해협	마산만6	2015	08	2015-08-08	맑음	15	2.2	25.61	20.09	31.87	32.99	8.26	7.98	10.22	5.44	2.95	0.78	5.30	35.60	0.40	7.60	0.80	31.30	6.40	74.40			5.90	16.10	47.00		412.10	457.00	16.00	16.00	7.24	5.57	4
대한해협	마산만7	2015	08	2015-08-08	맑음	12	4.4	24.98	20.58	32.29	32.86	8.13	8.06	8.35	7.19	1.06	1.19	3.50	6.50	0.60	3.00	1.20	10.20	5.30	19.60			2.50	8.20	20.10		125.50	236.90	6.60	5.50	1.45	7.01	1
대한해협	마산만8	2015	08	2015-08-08	맑음	29	3.8	25.10	16.94	32.28	33.66	8.13	8.00	8.30	5.56	1.04	0.22	2.70	15.20	1.20	8.30	3.80	114.20	7.70	137.70			2.60	21.10	23.20		79.50	534.00	19.00	6.90	1.98	1.29	3
대한해협	마산만9	2015	08	2015-08-08	맑음	10	1.9	27.15	20.49	30.29	32.31	8.29	7.77	9.22	3.36	3.07	1.75	32.40	324.80	3.20	1.00	6.90	2.30	42.50	328.00			13.40	78.70	71.80		608.70	1309.40	19.00	15.20	12.10	6.00	5
대한해협	마산만10	2015	08	2015-08-08	맑음	8	1.3	28.37	21.27	30.16	32.08	8.53	7.97	12.92	4.33	6.65	2.19	3.90	56.70	0.40	4.30	1.50	5.10	5.90	66.10			6.00	19.20	93.00		942.90	1100.10	9.00	8.50	32.60	9.93	5
대한해협	마산만11	2015	08	2015-08-08	맑음	6	0.9	26.25	22.65	30.74	31.68	8.67	8.53	15.17	12.47	7.01	5.79	4.40	25.90	0.40	0.30	0.70	1.80	5.50	28.10			10.00	6.40	135.00		1052.00	1008.10	39.30	29.30	35.40	34.20	3
대한해협	마산만12	2015	08	2015-08-08	맑음	6	1.3	27.70	22.11	30.26	31.81	8.20	8.05	7.26	5.20	4.19	4.96	2.70	32.80	1.20	1.50	1.30	1.50	5.20	35.80			18.70	20.60	99.90		1188.10	1194.10	18.30	23.30	19.87	16.10	4
대한해협	마산만13	2015	08	2015-08-08	맑음	8	0.9	24.82	21.35	31.14	32.10	8.42	8.05	11.55	5.63	6.14	3.88	2.30	46.80	1.50	4.40	2.30	4.70	6.10	55.90			8.70	15.00	92.10		1087.20	1109.20	24.50	27.50	24.24	19.95	5
대한해협	마산만14	2015	08	2015-08-08	맑음	5	1.0	27.60	23.68	30.38	31.51	8.44	8.27	11.92	8.85	6.50	5.90	4.80	30.70	0.80	0.70	0.60	0.60	6.20	32.10			10.10	6.20	93.50		1119.70	1032.40	14.50	12.50	18.99	24.15	3
대한해협	마산만15	2015	08	2015-08-08	맑음	8	1.0	27.15	20.75	30.63	32.23	8.42	8.17	12.16	7.31	7.30	4.66	5.00	43.90	0.60	6.30	0.40	7.20	6.00	57.40			12.50	20.50	115.30		1114.40	1088.10	13.50	15.00	31.20	19.50	3
대한해협	진해만1	2015	08	2015-08-08	맑음	23	3.6	23.10	17.75	32.57	33.45	8.13	8.02	9.02	5.96	1.79	0.89	1.20	7.20	2.50	6.90	13.70	73.10	17.50	87.20			1.30	14.70	20.30		60.60	390.20	17.00	6.20	2.70	4.43	3
대한해협	진해만2	2015	08	2015-08-08	맑음	14	2.1	25.99	20.18	31.83	32.84	8.28	8.01	10.50	5.98	2.66	1.44	1.70	11.80	0.40	7.50	1.10	21.30	3.20	40.60			2.50	13.00	35.00		357.40	427.30	6.80	17.50	4.10	6.20	3
대한해협	진해만3	2015	08	2015-08-09	맑음	13	4.2	29.44	20.01	31.55	32.67	8.11	7.92	7.62	5.04	1.76	1.16	7.50	43.50	0.80	11.80	2.50	26.90	6.80	82.10			2.60	25.10	22.50		16.80	662.90	15.00	3.90	1.48	3.99	4
대한해협	진해만4	2015	08	2015-08-09	맑음	6	1.9	27.01	25.09	31.62	31.76	8.11	7.97	9.44	6.51	2.58	1.86	5.10	74.10	0.80	2.80	2.00	4.70	6.40	13.30			3.90	13.00	32.90		919.90	814.30	21.70	14.30	2.31	6.40	2
대한해협	진해만5	2015	08	2015-08-09	맑음	12	4.8	29.04	20.34	32.14	32.59	7.80	7.83	4.56	4.88	2.10	1.48	45.90	28.50	6.30	6.00	16.50	15.20	68.70	49.80			29.30	28.10	52.40		757.40	750.30	13.00	14.80	3.79	5.36	4
대한해협	진해만6	2015	08	2015-08-09	맑음	13	3.0	24.81	19.87	32.00	32.73	8.11	7.66	8.90	2.04	1.83	0.93	1.80	128.80	3.50	9.20	8.30	22.70	13.50	160.60			8.60	49.10	38.10		177.70	1098.40	19.10	7.50	3.20	1.35	5
대한해협	진해만7	2015	08	2015-08-09	맑음	17	5.2	27.74	19.35	32.15	33.02	8.11	8.02	7.99	6.06	0.83	0.74	3.30	9.60	0.90	11.80	2.10	42.40	5.00	63.80			3.60	13.80	15.20		52.20	361.20	5.00	3.30	0.48	1.80	3
대한해협	진해만8	2015	08	2015-08-09	맑음	24	4.3	26.74	17.98	32.09	33.37	8.15	7.97	8.26	5.39	1.12	0.64	2.00	27.10	1.50	13.90	3.00	79.50	6.40	120.50			3.10	23.80	13.90		81.50	597.00	14.10	9.70	0.57	2.80	3
대한해협	진해만9	2015	08	2015-08-09	맑음	22	5.3	25.33	18.59	32.25	33.26	8.07	7.91	7.83	4.54	1.16	0.61	5.70	39.50	0.90	22.60	2.70	110.30	5.40	172.40			3.40	33.40	13.70		75.70	867.00	6.70	15.30	0.77	1.02	4
대한해협	진주만1	2015	08	2015-08-11	구름조금	15	2.3	25.74	23.66	31.88	32.21	8.05	7.98	5.46	7.12	1.24	1.00	4.00	18.10	1.10	12.70	1.50	38.80	6.60	69.60			3.70	15.10	24.90		281.10	538.10	6.70	23.50	2.22	1.93	1
대한해협	진주만2	2015	08	2015-08-11	구름조금	6	2.4	28.40	28.11	31.47	31.40	8.09	8.04	7.07	6.34	1.75	1.89	3.90	10.20	0.50	2.40	0.60	4.70	4.90	17.30			8.40	12.20	30.50		108.40	302.70	3.70	6.70	1.39	3.16	1
대한해협	광양만1	2015	08	2015-08-11	구름조금	11	2.0	27.63	24.39	31.06	31.78	8.14	7.88	8.66	4.21	2.61	1.32	4.50	81.00	0.40	27.90	1.70	21.00	6.60	129.90			5.10	36.80	41.50		120.50	710.80	29.40	24.20	9.16	2.94	5
대한해협	광양만2	2015	08	2015-08-11	구름조금	5	1.9	26.25	25.12	31.31	31.56	7.99	7.96	6.60	5.92	1.58	1.25	2.40	11.60	3.50	18.30	4.40	13.20	10.30	43.20			7.50	13.50	28.60		366.20	473.10	10.00	12.80	5.03	3.36	3
대한해협	광양만3	2015	08	2015-08-11	구름조금	6	1.8	27.40	25.89	31.21	31.42	8.12	8.07	7.78	6.86	1.91	1.32	3.40	3.80	0.30	3.30	1.90	4.30	5.60	11.50			3.50	5.60	32.40		168.30	242.40	12.00	18.20	3.68	3.40	2
대한해협	광양만4	2015	08	2015-08-11	구름조금	13	1.9	26.86	24.64	31.74	32.03	8.00	7.96	6.29	5.16	1.36	0.94	3.40	5.40	6.10	20.20	5.90	17.60	15.40	43.20			5.60	11.80	27.90		401.10	538.70	5.50	5.70	3.87	1.58	3
대한해협	광양만5	2015	08	2015-08-11	구름조금	40	1.9	25.43	18.74	31.45	32.92	8.08	7.87	7.28	3.69	2.28	1.04	3.10	3.20	0.80	11.00	1.60	39.60	5.40	53.80			5.00	16.50	29.30		358.80	848.70	7.30	11.30	5.50	0.88	4
대한해협	광양만6	2015	08	2015-08-11	구름조금	13	1.6	26.92	24.88	30.44	31.78	8.03	8.02	6.37	5.99	0.92	1.00	6.20	3.60	4.70	6.80	5.30	6.20	16.20	16.60			6.60	7.80	24.20		357.50	377.40	4.20	7.70	3.80	3.37	3
대한해협	광양만7	2015	08	2015-08-11	구름조금	9	2.1	26.11	22.06	31.06	32.30	8.03	7.97	6.48	5.21	1.44	0.83	6.60	15.40	6.10	15.50	14.30	12.40	27.00	43.40			7.60	11.40	27.10		448.00	543.70	13.30	16.70	4.47	1.89	3
대한해협	광양만8	2015	08	2015-08-11	구름조금	17	1.5	27.27	20.38	31.27	32.63	8.10	7.94	7.52	4.52	1.72	0.78	3.20	3.90	0.70	16.20	2.30	13.70	6.10	33.80			4.30	15.40	29.70		209.30	719.70	5.00	9.70	5.53	1.58	4
대한해협	광양만9	2015	08	2015-08-11	구름조금	18	1.8	27.24	21.51	31.28	32.41	8.10	7.88	7.52	3.83	1.79	0.71	4.00	22.80	0.60	32.50	2.00	25.10	6.50	80.40			3.90	27.60	34.70		178.30	910.60	19.60	20.40	5.08	1.00	4
대한해협	광양만10	2015	08	2015-08-11	구름조금	8	1.5	27.47	26.07	31.20	31.51	8.10	8.01	7.69	6.24	1.99	1.51	4.30	4.40	1.00	7.10	1.80	9.20	7.10	20.70			5.50	10.90	34.70		186.00	360.40	16.80	15.00	6.12	5.80	2
대한해협	광양만11	2015	08	2015-08-11	구름조금	17	1.4	27.29	21.24	30.73	32.47	8.09	7.92	7.64	4.95	2.17	0.85	11.60	8.90	3.30	28.10	10.40	22.20	25.30	59.20			3.70	20.00	35.50		229.70	756.10	13.70	7.00	7.40	0.72	4
대한해협	광양만12	2015	08	2015-08-11	구름조금	22	1.4	25.99	20.27	31.68	32.66	8.00	7.91	6.65	5.04	1.09	0.64	5.20	3.30	4.80	22.20	5.30	20.70	15.30	46.20			4.80	15.60	26.30		362.50	784.80	6.00	13.20	4.33	0.78	3
대한해협	섬진강하구1	2015	08	2015-08-17	맑음	7	2.5	28.16	27.56	16.23	17.77	7.48	7.56	7.24	6.18	2.47	2.30	68.10	50.00	13.30	16.40	383.50	293.20	464.90	359.60			15.90	16.00	36.00		1242.20	1735.20	3.00	21.80	4.80	8.82	3
대한해협	섬진강하구2	2015	08	2015-08-17	맑음	5	2.6	27.69	27.79	17.29	17.10	7.68	7.59	6.56	6.39	1.86	2.06	50.90	49.70	15.10	18.50	314.70	245.20	380.70	313.40			15.10	19.20	26.80		1588.80	1677.90	4.00	6.50	6.96	10.98	3
대한해협	섬진강하구3	2015	08	2015-08-17	맑음	5	2.3	27.06	27.03	19.51	19.40	7.68	7.68	7.07	5.97	2.10	2.33	54.70	55.70	15.00	20.00	321.20	225.50	390.90	301.10			15.00	17.80	28.20		1700.70	1612.60	3.00	11.20	3.56	3.96	3
대한해협	섬진강하구4	2015	08	2015-08-17	맑음	6	2.4	26.48	26.48	21.87	22.68	7.73	7.79	7.11	5.78	2.01	1.76	36.70	43.40	16.00	26.30	291.30	144.80	344.00	214.60			17.30	18.80	27.20		1701.50	1256.80	4.00	5.20	4.56	6.69	3
대한해협	섬진강하구5	2015	08	2015-08-17	맑음	8	1.7	25.92	25.42	26.92	27.61	7.77	7.80	6.56	5.49	2.31	1.93	35.00	61.60	17.40	23.50	265.80	168.10	318.20	253.30			17.00	17.80	28.20		1674.50	1336.10	3.60	8.00	4.26	2.77	4
대한해협	섬진강하구6	2015	08	2015-08-17	맑음	6	2.4	26.15	26.51	25.16	24.31	7.81	7.82	6.91	6.27	2.52	1.71	40.20	39.60	19.70	23.70	218.20	176.40	278.10	239.70			17.20	18.60	30.30		1550.40	1331.70	3.70	6.80	3.69	5.70	3
대한해협	섬진강하구7	2015	08	2015-08-17	맑음	5	1.9	25.36	25.20	27.99	29.33	7.84	7.86	5.77	6.27	1.23	1.13	36.30	45.60	27.20	29.60	119.20	81.10	182.60	156.30			17.70	19.80	32.10		1171.50	1093.40	6.50	7.70	3.93	2.81	2
대한해협	섬진강하구8	2015	08	2015-08-17	맑음	7	2.3	25.43	25.25	28.26	28.67	7.85	7.86	5.84	5.64	1.88	1.76	16.50	2.70	27.90	27.90	101.30	95.60	145.80	126.20			18.40	21.00	31.20		1116.10	1124.50	11.40	13.30	4.11	4.50	3
대한해협	섬진강하구9	2015	08	2015-08-17	맑음	4	1.7	24.41	24.66	30.96	30.98	7.86	7.90	5.82	5.49	1.37	1.49	30.90	23.70	27.40	27.50	80.20	44.20	138.50	95.40			17.00	16.70	28.90		1065.80	970.40	8.00	9.80	2.82	2.17	3
대한해협	섬진강하구10	2015	08	2015-08-17	맑음	10	2.0	24.60	23.68	30.99	31.86	7.92	7.93	6.56	5.62	1.25	0.93	35.50	19.40	26.60	26.60	69.30	24.10	131.40	70.10			17.60	16.10	27.40		1049.80	914.30	7.40	7.40	2.84	1.55	3
대한해협	여수1	2015	08	2015-08-11	구름조금	14	2.4	26.17	23.27	31.48	32.23	8.26	8.11	9.93	6.93	3.09	1.19	5.80	13.00	0.70	2.60	1.50	4.60	7.90	15.60			3.00	6.90	33.30		273.40	453.20	15.80	4.70	3.70	3.18	1
대한해협	여수2	2015	08	2015-08-11	구름조금	14	1.8	26.10	24.04	31.38	31.94	8.13	8.03	7.74	5.98	2.15	1.41	5.10	4.80	0.60	0.60	0.70	2.00	6.30	7.40			3.90	6.00	23.60		306.80	431.80	16.00	7.80	4.20	3.33	3
대한해협	여수3	2015	08	2015-08-11	구름조금	16	2.0	25.07	21.35	31.69	32.46	8.20	8.00	8.96	5.25	2.82	1.00	5.50	11.80	0.70	0.70	1.00	1.70	7.10	14.20			3.40	3.70	33.50		339.70	516.50	14.20	14.70	13.50	1.14	4
대한해협	가막만1	2015	08	2015-08-11	구름조금	18	2.2	25.33	25.34	31.84	31.82	8.08	8.10	6.77	6.89	2.05	2.10	17.20	16.50	3.20	3.00	7.20	6.00	27.60	25.50			9.10	8.50	38.50		507.20	492.40	15.40	7.40	7.84	7.96	2
대한해협	가막만2	2015	08	2015-08-14	맑음	6	3.8	26.22	25.37	32.24	32.32	8.12	8.09	7.43	7.08	1.37	1.54	4.50	5.50	0.60	0.90	1.80	0.80	6.90	7.10			3.50	5.60	23.20		51.40	141.40	5.30	9.00	1.15	2.28	1
대한해협	가막만3	2015	08	2015-08-14	맑음	10	2.6	24.58	23.25	32.41	32.50	8.01	8.06	7.07	6.93	0.97	0.74	6.30	13.10	1.10	3.70	3.90	10.20	11.30	27.00			7.20	7.00	22.80		371.90	422.50	5.50	9.00	2.50	1.93	1
대한해협	가막만4	2015	08	2015-08-14	맑음	9	3.9	27.57	25.37	32.04	32.29	8.15	8.04	7.99	6.74	2.05	1.75	4.90	6.10	0.40	1.20	0.60	0.90	5.80	8.10			4.30	11.70	29.80		17.60	311.00	15.30	10.80	1.63	5.77	1
대한해협	가막만5	2015	08	2015-08-14	맑음	8	4.1	27.27	25.42	32.14	32.30	8.11	8.00	7.52	5.98	1.52	1.26	3.80	17.70	0.60	0.20	0.40	2.20	4.80	20.10			5.20	12.70	25.10		41.70	393.80	4.40	7.60	1.71	3.96	2
대한해협	신항1	2015	08	2015-08-06	맑음	17	0.9	21.84	19.58	32.61	32.95	7.98	7.96	6.17	5.28	1.63	1.12	65.80	48.70	8.70	9.00	87.50	85.80	161.90	143.50			30.60	35.30	54.50		565.00	580.70	18.00	45.60	2.07	1.21	4
대한해협	신항2	2015	08	2015-08-06	맑음	7	1.0	22.05	20.64	32.82	32.90	8.11	8.00	8.31	6.81	1.94	1.77	1.70	13.10	5.00	6.70	36.30	58.30	43.00	78.20			14.50	17.50	47.10		378.60	405.60	12.00	15.30	6.52	4.73	2
대한해협	낙동강하구1	2015	08	2015-08-06	맑음	6	1.3	26.36	24.62	14.86	27.89	8.44	8.14	8.19	6.96	5.00	2.89	53.40	73.60	61.20	22.00	875.10	278.00	989.70	373.50			10.20	28.10	39.50		1079.40	1151.10	12.40	14.80	11.73	5.12	3
대한해협	낙동강하구2	2015	08	2015-08-06	맑음	8	1.1	26.25	23.47	15.98	28.97	8.47	8.07	8.13	5.85	4.88	2.81	49.90	85.10	59.90	19.10	887.10	217.80	996.90	321.90			13.20	35.80	38.70		1115.80	1259.00	9.60	21.60	11.22	3.91	5
대한해협	낙동강하구3	2015	08	2015-08-06	맑음	5	1.1	25.75	23.18	17.62	30.11	8.36	8.18	7.99	8.36	4.66	2.57	53.00	11.30	55.50	6.90	802.30	66.20	910.80	84.50			13.70	11.50	39.90		1177.80	621.70	10.00	11.80	9.07	9.20	3
대한해협	낙동강하구4	2015	08	2015-08-06	맑음	3	2.0	21.72	21.92	31.53	31.92	8.22	8.22	9.05	8.87	5.56	1.69	0.70	1.10	2.70	3.10	21.90	20.90	25.20	25.10			2.90	3.90	25.40		329.50	333.70	16.00	17.40	5.83	8.36	2
대한해협	낙동강하구5	2015	08	2015-08-06	맑음	8	1.1	23.52	23.31	31.23	31.62	8.33	8.07	9.61	6.96	6.15	1.62	32.20	133.70	61.60	4.50	956.10	52.70	1049.90	190.90			1.60	57.40	43.60		1092.90	840.60	8.00	7.40	28.32	4.88	4
대한해협	낙동강하구6	2015	08	2015-08-06	맑음	8	1.3	24.52	21.75	22.23	31.69	8.58	8.13	9.89	7.45	5.90	1.96	21.60	79.60	60.50	6.20	854.50	56.20	936.50	142.10			0.80	36.80	44.50		1188.40	736.20	5.60	8.40	24.64	7.00	3
